name,description,neighborhood_overview,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price
Quiet Studio with Garden (#R02),"Our comfy studio with its own terrace and garden offers you a temporary home in Vienna. Many shops, restaurants and public transport around the corner create the ideal base for a relaxing and comfortable holiday.","Around our site you will find numerous shops and restaurants. So you do not have to cook by yourself, but can explore Viennese and international delights.",Hernals,48.22391962791584,16.315237378668165,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Smoke alarm"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Outdoor dining area"", ""Coffee maker"", ""Cleaning products"", ""Dryer"", ""Bathtub"", ""Long term stays allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Books and reading material"", ""Private entrance"", ""Cooking basics"", ""TV with standard cable"", ""Laundromat nearby"", ""Microwave"", ""Private patio or balcony"", ""Outdoor furniture"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""Toaster"", ""Washer"", ""Crib - available upon request"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Clothing storage: closet and dresser"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Portable fans"", ""Body soap"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher"", ""EV charger"", ""Private backyard \u2013 Fully fenced""]",$93.00
Studio with Balcony for 2 (#R26),"Our comfy studio with its own balcony offers you a temporary home in Vienna. Many shops, restaurants and public transport around the corner create the ideal base for a relaxing and comfortable holiday.","Around our site you will find numerous shops and restaurants. So you do not have to cook by yourself, but can explore Viennese and international delights.",Hernals,48.22604277917297,16.31666209606011,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Smoke alarm"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Garden view"", ""Coffee maker"", ""Cleaning products"", ""Bathtub"", ""Long term stays allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Private entrance"", ""Cooking basics"", ""Paid washer \u2013 In building"", ""Microwave"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""TV"", ""Toaster"", ""Crib - available upon request"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Clothing storage: closet"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Paid dryer \u2013 In building"", ""Elevator"", ""Portable fans"", ""Body soap"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Heating"", ""Dishwasher"", ""EV charger""]",$93.00
Apartment with Space for 5 (#F21/7),"Plenty of room for all your travel plans, whether with family or friends, this 2 bedroom apartment can accommodate up to 5 people. Many shopping facilities, restaurants and public transport around the corner ensure a comfortable vacation.","Around our site you will find numerous shops and restaurants. So you do not have to cook by yourself, but can explore Viennese and international delights.",Hernals,48.22248,16.31644,Entire condo,Entire home/apt,5,1.0,1 bath,2.0,5.0,"[""Smoke alarm"", ""Clothing storage: closet, wardrobe, and dresser"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Cleaning products"", ""Dedicated workspace"", ""Backyard"", ""Long term stays allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Books and reading material"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Microwave"", ""Laundromat nearby"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""TV"", ""Toaster"", ""Crib - available upon request"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Portable fans"", ""Body soap"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Safe"", ""Heating"", ""Dishwasher"", ""EV charger""]",$79.00
Spacious comfy Apartment (#F21/18),"Plenty of room for all your travel plans, whether with family or friends, this 2 bedroom apartment can accommodate up to 5 people. Many shopping facilities, restaurants and public transport around the corner ensure a comfortable vacation.","Around our site you will find numerous shops and restaurants. So you do not have to cook by yourself, but can explore Viennese and international delights.",Hernals,48.22267606645666,16.31689888551183,Entire serviced apartment,Entire home/apt,5,1.0,1 bath,2.0,5.0,"[""Smoke alarm"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Cleaning products"", ""Dedicated workspace"", ""Long term stays allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Microwave"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""TV"", ""Toaster"", ""Crib - available upon request"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Portable fans"", ""Body soap"", ""Extra pillows and blankets"", ""Safe"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Clothing storage: wardrobe"", ""Heating"", ""Dishwasher"", ""EV charger""]",$79.00
Central 2 bedroom flat (other dates available),I love my flat and want to host only guests who might love it too.I dont consider this a business: It is about hosting people who apreciate my home.  I need to know what my potential guests are expecting  and if I (my flat) can offer it. Welcome !,Very central but quiet neighborhood.,Alsergrund,48.21919,16.35505,Entire rental unit,Entire home/apt,6,,1 bath,2.0,,"[""Stove"", ""Garden view"", ""Coffee maker"", ""Dryer"", ""Dedicated workspace"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Paid washer \u2013 In building"", ""Microwave"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Hangers"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Refrigerator"", ""HDTV with standard cable"", ""Kitchen"", ""Elevator"", ""Extra pillows and blankets"", ""Essentials"", ""Single level home"", ""Park view"", ""Heating"", ""Dishwasher""]",
"At the City center room with shower, sink","LOCATION:<br />- At the heart of Vienna. The old city is walkable <br />- Perfect transportation from airport+train stations<br />- Quiet area yet full of life with galleries, special restaurants<br />ROOM:<br />- Box springs beds<br />- Private shower and sink in the room<br />- Code lock for the room<br />APT:<br />- Living room area with dining table and bar breakfast table<br />- Full equiped kitchen with a very large fridge<br />- 2 toilets in the hal<br />- Flexible Check-in with codes<br />- Free luggage drop off or living hehind<br />- 100MB Wifi","The Soho of Vienna, the Naschmarkt and State Opera area is the most full of life in Vienna and totally central while safe 24/7",Margareten,48.19347,16.359,Private room in rental unit,Private room,2,2.0,2 baths,1.0,1.0,"[""Smoke alarm"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Dedicated workspace"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib"", ""Dishes and silverware"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Oven"", ""Cooking basics"", ""Microwave"", ""Luggage dropoff allowed"", ""High chair"", ""Hangers"", ""Washer"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Keypad"", ""Refrigerator"", ""Kitchen"", ""Lock on bedroom door"", ""Elevator"", ""Extra pillows and blankets"", ""Essentials"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Heating""]",$58.00
LONG TERM Full of light and large bathroom+Bathtub,LOCATION<br />- 2 minutes to the state opera house and downtown with subway (4 min walk)<br />- Old city easy walkable<br />- Easy to get to and from airport+train stations with subway from our street (5 minutes)<br />APT<br />- 3rd floor with lift+full of light<br />- Comfortable box springs mattress (queen size) <br />- Large bathroom with bathtube<br />- Renovated<br />- Free Wifi<br />- Check-in with code also late at night (20 euro surcharge)<br />- Private Parking (extra)<br />- Ironboard+Iron<br />- Washer+Dryer<br />- Beds made+towels and hair dryer provi,"It hardly can get more central than here, yet here its a bit off the official tourists routes, so its more authentic and the prices accordingly.<br /><br />With building arranging from the 13th century to begining of the 20th, a strol in the neighbourhood is never boring.",Margareten,48.19496,16.35896,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,1.0,2.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Conditioner"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Baby bath"", ""Dedicated workspace"", ""Bathtub"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Oven"", ""Cooking basics"", ""Pocket wifi"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Microwave"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""Cleaning available during stay"", ""Toaster"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Keypad"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Mini fridge"", ""Elevator"", ""Portable fans"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Blender"", ""Drying rack for clothing"", ""Bikes"", ""Essentials"", ""Single level home"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe"", ""Heating""]",$67.00
Near Palace Schönbrunn - Apt. 2,"Welcome to my Apt. 2!<br />- Queen bed 160cm x 200cm for 2 persons<br />- Extra mattress available for one child to sleep on the floor<br /><br />- Kitchen with dishwasher and microwave oven<br />- 42inch flat screen TV with lots of international programs<br />- unlimited high speed wifi internet<br />- Washing machine with dryer function<br />- Coffee, tea etc available","The apartment is in a calm neighborhood within walking distance of Palace Schönbrunn, tasty local dining, and boutique shops. The underground station is nearby providing easy access to the historical district and central Vienna.",Rudolfsheim-Fnfhaus,48.18444,16.32715,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,3.0,"[""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Cleaning products"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Children\u2019s books and toys"", ""Central air conditioning"", ""Oven"", ""Cooking basics"", ""TV with standard cable"", ""Induction stove"", ""Free washer \u2013 In unit"", ""Microwave"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""Toaster"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Free street parking"", ""Elevator"", ""Body soap"", ""Extra pillows and blankets"", ""Blender"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe"", ""Heating"", ""Dishwasher""]",$88.00
Complete furnished+private bathroom 1 month min,LOCATION:<br />- 2 minutes to the old city<br />- discover Vienna by foot!<br />- Subway in our street<br />- Easy to get from and to airport+train stations<br />- Quiet one way street<br />- Safe day+night also for single female traveller<br />ROOM: <br />- Comfrotable double box springs bed<br />- Private shower and sink in the room<br />- Central heating. <br />- Wooden floor<br />- Bed made+towels+ hair dryer<br />- shower gel+shampoo<br />APT:<br />- Flexible check in with code<br />- Kitchenette<br />- Basic ingredients provided<br />- Fast 100mb wifi<br />- Free luggage drop off,"The Naschmarkt area near the State Opera House and the old city is the place to be in Vienna.<br /><br />It is the place with the most bars, galleries and restaurants open day and night, with many alternative shopping and places to eat. It is the place where you feel the real Vienna.",Margareten,48.19372,16.35862,Private room in rental unit,Private room,2,0.5,Shared half-bath,1.0,1.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Baby bath"", ""Dedicated workspace"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Pocket wifi"", ""Laundromat nearby"", ""Microwave"", ""Luggage dropoff allowed"", ""Cleaning available during stay"", ""Hangers"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Keypad"", ""First aid kit"", ""Refrigerator"", ""Boat slip"", ""Kitchen"", ""Lock on bedroom door"", ""Elevator"", ""Portable fans"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Bikes"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Bipa body soap"", ""Carbon monoxide alarm"", ""Heating""]",$36.00
City Center - Jump over the canal to be there,"Very nice & super central apartment! (5th floor)<br />Directly at the Danube canal. The CITY CENTER is only a few minutes away, you just have to cross the bridge! (100m)<br /><br />The apartment is very bright! Clean and comfortable Interior which contains: <br />1 double bed (180x200)<br />2 single bed each (80x200)<br />Fully equipped kitchen & bathroom, toilet extra;<br />WIFI available<br /><br />Schwedenplatz (Subway) 100m<br />You will experience a full tourist and local feeling!<br />Parking is available at an unbeatable rate!","The apartment is situated in the  second district near the Donaukanal. Donaukanal is perfect for running- there you can also find basketball court, soccer court <br />“Augarten” and “Prater” very close for doing sports.<br />It is very well-connected to the first district, yet it is popular for students. <br />In about 5 minutes walking distance from the apartment you can find the Stephansplatz- city center of Vienna.",Leopoldstadt,48.21353530883789,16.377519607543945,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Canal view"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Long term stays allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Central heating"", ""Oven"", ""Cooking basics"", ""TV with standard cable"", ""Microwave"", ""Luggage dropoff allowed"", ""Hangers"", ""Waterfront"", ""Stainless steel electric stove"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Clothing storage: closet and dresser"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Paid parking garage on premises"", ""Elevator"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Dishwasher"", ""Free washer \u2013 In building"", ""Pack \u2019n play/Travel crib - available upon request""]",$110.00
